"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CDCA7L",8.90768208884242e-35,-0.314512478816066,0.082,0.252,2.80832493214935e-30
"RAB11B-AS1",9.26148790861165e-35,0.471584610380056,0.19,0.09,2.91986929294799e-30
"LPL",9.59136671956751e-35,-0.500029694583208,0.022,0.158,3.02387018567805e-30
"SULF2",9.61633326476385e-35,-0.423927536709668,0.04,0.184,3.0317413883821e-30
"NUSAP1",9.82812377911874e-35,-0.860692927595448,0.028,0.164,3.09851258384276e-30
"RARS",1.04867441433886e-34,-0.306182749425429,0.07,0.23,3.30615582608613e-30
"TUBA1B",1.0539513138685e-34,-0.904055548111469,0.751,0.857,3.32279230723323e-30
"COL1A2",1.07276619111391e-34,-0.821269188432152,0.013,0.143,3.38210997072482e-30
"SPOCK2",1.12274435396257e-34,-0.412668241163595,0.019,0.152,3.53967612473778e-30
"PTPRC",1.16043240528493e-34,-0.527786195234444,0.011,0.138,3.6584952441418e-30
"RNMT",1.26336712074715e-34,-0.394569222630447,0.236,0.45,3.98301752157953e-30
"WASF1",1.38438778538295e-34,0.479748665607549,0.212,0.105,4.36455937097681e-30
"ADSS",1.42926593002838e-34,0.633347622289521,0.246,0.137,4.50604669760047e-30
"RPL7L1",1.56261245726112e-34,-0.372809510857302,0.249,0.467,4.92644829400715e-30
"RPA3",1.7608508132425e-34,-0.392940606198006,0.221,0.427,5.55143435890963e-30
"DBF4",1.79978879826361e-34,-0.361529508501697,0.037,0.179,5.6741941442857e-30
"MRPL11",1.80726596811121e-34,-0.286672796214515,0.123,0.302,5.69776741766422e-30
"DCN",1.84883783518632e-34,-0.984018852858709,0.013,0.14,5.82883104299192e-30
"THSD7A",2.23207775710338e-34,-0.38234064407922,0.028,0.163,7.03707154481982e-30
"CORO1A",2.38174105871365e-34,-0.536724414171366,0.035,0.175,7.50891503580651e-30
"TRIM9",2.38268326637105e-34,-0.416558809628584,0.147,0.336,7.511885533888e-30
"CLIC4",2.55954071847046e-34,0.704087277890621,0.462,0.346,8.06946402312183e-30
"PIGM",2.92041762194482e-34,0.506288632809592,0.203,0.1,9.20720063670544e-30
"LDHB",3.02308524238081e-34,-0.498391437456432,0.589,0.772,9.53088084365397e-30
"ZNF528-AS1",3.0437416560247e-34,-0.434417413539048,0.068,0.225,9.59600431894906e-30
"NIFK",3.12959549168003e-34,-0.280409214622959,0.174,0.376,9.86667570661964e-30
"CCSER2",3.18594547440683e-34,0.631849374922448,0.355,0.238,1.00443302971624e-29
"PPM1G",3.64865008129025e-34,-0.308211334351885,0.193,0.4,1.15030991112838e-29
"CDC42",4.14332676429783e-34,0.675711662119667,0.613,0.587,1.30626662898018e-29
"TOP2A",4.38208799533503e-34,-1.13751533582278,0.024,0.156,1.38154088228927e-29
"SSR4",4.68549403584524e-34,-0.387025263805886,0.479,0.727,1.47719570468093e-29
"CBX6",4.73729882760921e-34,0.695743038836114,0.309,0.193,1.49352820138036e-29
"C20orf27",4.82573540890761e-34,-0.280289809003638,0.081,0.244,1.5214096023663e-29
"HOOK2",4.84433048729828e-34,-0.322108957831807,0.075,0.235,1.52727207273053e-29
"HAS2",4.87538671870721e-34,-0.500399477204021,0.018,0.146,1.53706317080682e-29
"METTL7B",4.91043890781679e-34,-0.500195841919737,0.004,0.124,1.5481140744674e-29
"GAPDH",7.16507409449677e-34,-0.705873618159499,0.985,0.989,2.258932909772e-29
"OLFM1",7.39290411942691e-34,-0.644968930640536,0.03,0.165,2.33076088173172e-29
"TPD52",8.83363816635955e-34,0.679602818297965,0.403,0.293,2.78498110470817e-29
"ENTPD3-AS1",8.90911489426623e-34,0.430584538995612,0.146,0.061,2.80877665271531e-29
"SHMT2",8.91461950809403e-34,-0.293772669850429,0.056,0.209,2.81051209231681e-29
"TIMM8B",9.16602009451456e-34,-0.369122624980866,0.36,0.602,2.8897711551976e-29
"FXYD5",9.4993758571723e-34,-0.475060797591724,0.022,0.155,2.99486822649071e-29
"RAB1A",9.68034153444454e-34,-0.322484035013739,0.261,0.482,3.05192127556433e-29
"SLC22A17",1.04228021770231e-33,0.741831513838996,0.332,0.215,3.28599684235006e-29
"TCEA1",1.07744799354351e-33,-0.400492442432524,0.369,0.6,3.39687028924462e-29
"LPCAT1",1.25149353570428e-33,-0.305593583580063,0.022,0.154,3.94558367001488e-29
"TACC1",1.25839368563903e-33,0.760112784221268,0.367,0.264,3.96733777271416e-29
"FAM20C",1.28848548772792e-33,-0.437776349388421,0.103,0.268,4.06220819715981e-29
"CXCR4",1.43157706961274e-33,-0.594014243965878,0.029,0.165,4.51333302736807e-29
"UGP2",1.56008493422996e-33,-0.314472089841151,0.182,0.385,4.9184797721468e-29
"ARF4",1.5661254435096e-33,-0.36779875170693,0.275,0.496,4.93752368575271e-29
"PCBD1",1.61501033354212e-33,-0.310511952031988,0.091,0.255,5.09164307855823e-29
"TMEM54",1.69289849097369e-33,-0.302789328404006,0.021,0.151,5.33720107249274e-29
"POLR2I",1.88642742182015e-33,0.657317654487619,0.621,0.605,5.9473397327724e-29
"DKC1",1.88810636873131e-33,-0.2741692999945,0.089,0.258,5.9526329486992e-29
"GPC1",1.90476123384896e-33,-0.388754757251942,0.087,0.249,6.00514074195561e-29
"NFIB",1.92650412015762e-33,-0.556030874442992,0.203,0.391,6.07368953962093e-29
"TSPAN5",2.11140026825425e-33,0.627727267862486,0.337,0.219,6.65661162572519e-29
"STMN2",2.21532105965326e-33,-1.29205946724409,0.032,0.165,6.98424270476885e-29
"TDG",2.23862756433507e-33,-0.400453793305839,0.111,0.279,7.05772112207918e-29
"HNRNPA3",2.26139901307643e-33,-0.357596970374865,0.394,0.632,7.12951266852607e-29
"C4orf3",2.27443593646959e-33,-0.381392445632049,0.423,0.67,7.17061417690767e-29
"PTPRG",2.48839450945016e-33,-0.315708958455022,0.004,0.121,7.84516136994352e-29
"SLC35F1",2.51279308953459e-33,-0.369671961527805,0.02,0.149,7.92208277337571e-29
"SH3KBP1",2.55448650096365e-33,0.671776764709096,0.347,0.234,8.05352959158809e-29
"UBE2V2",2.81163801470533e-33,-0.326748032942278,0.25,0.473,8.8642511689615e-29
"MEA1",3.01543539915925e-33,-0.313815530587928,0.21,0.416,9.50676318292936e-29
"MTCH1",3.41159250246025e-33,0.74319330915243,0.479,0.396,1.07557276825064e-28
"CLCN3",3.43775626697741e-33,0.673680370025853,0.386,0.274,1.08382141828997e-28
"PPP1R3E",3.45484892639794e-33,0.387851416264453,0.122,0.047,1.08921022102548e-28
"TYROBP",3.6236838714038e-33,-1.69388188912836,0.053,0.194,1.14243881413748e-28
"ATXN1",3.9065129141069e-33,0.599991765102236,0.22,0.117,1.23160632643048e-28
"CKAP4",4.17019684829667e-33,-0.324137513293083,0.072,0.224,1.31473796036249e-28
"SLC4A4",4.62023865612203e-33,-0.362925018161323,0.011,0.134,1.45662264111559e-28
"STAT2",4.66133150370262e-33,0.577199855010528,0.224,0.12,1.46957798317232e-28
"TMEM97",5.10616569106829e-33,-0.424203476881617,0.047,0.187,1.6098208574231e-28
"DDX39B",5.10985487020913e-33,-0.321583176579657,0.233,0.446,1.61098394493083e-28
"SLC8A1",5.21045864194444e-33,-0.320182233756204,0.002,0.118,1.64270129604583e-28
"GNG11",5.63162584073126e-33,-0.432723219242632,0.006,0.126,1.77548267880734e-28
"PITPNC1",5.7036214777034e-33,-0.308200925685643,0.009,0.129,1.79818074327555e-28
"MPP5",6.35744816758678e-33,0.506333950805562,0.208,0.107,2.00431268379508e-28
"FAM32A",6.39122168660509e-33,-0.297982558436947,0.185,0.388,2.01496046113599e-28
"SMIM30",6.46713190936033e-33,-0.296293261163493,0.246,0.462,2.03889267706403e-28
"CCNY",6.61934761278545e-33,0.542249263342321,0.216,0.113,2.08688172188287e-28
"SLC16A3",6.62579776610111e-33,-0.480234027934419,0.044,0.184,2.0889152617187e-28
"GAB2",7.02876982546979e-33,0.354519480622597,0.114,0.042,2.21596026287586e-28
"ECI2",7.31531593746139e-33,-0.356082536612104,0.14,0.321,2.30629965560345e-28
"CPNE3",7.79593649941874e-33,-0.282252450070911,0.217,0.425,2.45782490017175e-28
"SERP1",8.70231395898476e-33,-0.376729085431896,0.329,0.556,2.74357852184913e-28
"UCP2",8.89120698175048e-33,-0.40149261239433,0.038,0.176,2.80313082513647e-28
"MRPL36",9.89564089254014e-33,-0.273336107350399,0.208,0.419,3.11979870419113e-28
"TMED10",1.00710836078949e-32,0.610458645023188,0.601,0.557,3.17511052906101e-28
"NDUFS5",1.17327235998833e-32,-0.383913901296537,0.644,0.845,3.69897576933522e-28
"CAMK2D",1.36071668002516e-32,-0.313623562779092,0.116,0.291,4.28993147711532e-28
"MT-ND4",1.3676415152014e-32,-0.418418476437281,0.987,0.981,4.31176340497546e-28
"MT1E",1.37527974520767e-32,-1.54596219447691,0.166,0.335,4.33584445271623e-28
"CXCL14",1.39940141695145e-32,-0.622637039207076,0.009,0.129,4.41189284722283e-28
"MRPL17",1.42477221861287e-32,-0.285156834012155,0.089,0.251,4.49187937362079e-28
"NGLY1",1.46299251293314e-32,-0.284345624634126,0.051,0.196,4.61237649552432e-28
"ACP1",1.50904908822074e-32,-0.274850134576885,0.233,0.45,4.75757906043353e-28
"PRMT1",1.51558057850165e-32,-0.379834355431109,0.275,0.494,4.77817088984216e-28
"RUNX1",1.63878325430938e-32,-0.285989291579452,0.008,0.127,5.16659196586117e-28
"MGAT5",1.68182600190623e-32,0.439880229182037,0.156,0.069,5.30229283620978e-28
"SINHCAF",1.71146489251667e-32,-0.373273951278498,0.016,0.139,5.3957353666373e-28
"SUPT16H",1.72146011935139e-32,-0.337666866600296,0.161,0.349,5.42724731827911e-28
"SLN",1.9163931918344e-32,-0.915175535000657,0.004,0.12,6.04181281589632e-28
"CENPW",1.96400418402721e-32,-0.531143927688566,0.022,0.15,6.19191599098258e-28
"IFI16",2.03872490523824e-32,-0.477380909559855,0.275,0.483,6.42748800874461e-28
"TAF7",2.25144522090214e-32,-0.34542803648676,0.375,0.613,7.09813134793818e-28
"CHPT1",2.29475598262631e-32,-0.336132352401764,0.057,0.204,7.23467718642598e-28
"CTSC",2.34317339941158e-32,-0.505617726213052,0.031,0.161,7.3873227763249e-28
"ITPR2",2.5097245910474e-32,-0.406372472017158,0.097,0.256,7.91240871819513e-28
"CORO7",2.58053019694941e-32,0.409425271797767,0.148,0.064,8.13563755192241e-28
"ALOX5AP",2.7467502066722e-32,-1.02361637138842,0.04,0.175,8.65967937657545e-28
"LRRN3",2.79544642486233e-32,-0.413225064863552,0.039,0.174,8.81320394366348e-28
"TMEM243",2.8251836427532e-32,-0.330559700624065,0.047,0.188,8.90695647050802e-28
"UPP1",2.84434025446234e-32,-0.401490910609886,0.031,0.165,8.96735152024343e-28
"GJA1",3.17285074760861e-32,-0.484713064884728,0.01,0.129,1.00030465519857e-27
"AC004158.1",3.29737732343092e-32,0.607894517265968,0.238,0.131,1.03956414875807e-27
"LDLRAD3",3.43659936227623e-32,0.620321188328538,0.246,0.139,1.08345668094483e-27
"WDFY3",3.54991453647843e-32,0.538286788328115,0.2,0.102,1.11918155591556e-27
"EZH2",3.68604474743245e-32,-0.338797011956262,0.038,0.173,1.16209932752303e-27
"TGFBI",3.74146290125006e-32,-0.613772441420695,0.007,0.124,1.17957100887711e-27
"UBE2T",4.06454481098071e-32,-0.626855567329235,0.03,0.158,1.28142904255789e-27
"CAMK1",4.14990055955171e-32,-0.269680870278998,0.013,0.136,1.30833914940987e-27
"CACNG8",4.40368227902662e-32,-0.343919473817523,0.007,0.124,1.38834891210872e-27
"RBFOX2",4.43704142604178e-32,-0.386357047027041,0.064,0.211,1.39886605038819e-27
"TMOD3",4.46643331965318e-32,-0.260518117142784,0.04,0.18,1.40813243268706e-27
"TXNDC12",4.49749206494843e-32,-0.25213376385989,0.13,0.309,1.41792432331629e-27
"S100A4",4.81809889702602e-32,-0.764765995932141,0.023,0.149,1.51900203926539e-27
"MIR4435-2HG",4.95847596864855e-32,-0.332280899844998,0.009,0.128,1.56325871863583e-27
"ADAM9",5.51938451599122e-32,-0.366254379973151,0.097,0.255,1.74009635635655e-27
"FNDC3B",5.96452658773782e-32,-0.330185986651197,0.034,0.166,1.8804362973161e-27
"PKIG",7.1950475427538e-32,-0.279886583518932,0.099,0.262,2.26838263880399e-27
"RAB21",7.31296360633839e-32,0.63675143624148,0.282,0.173,2.3055580361703e-27
"SSRP1",7.41405080740044e-32,-0.26312060746706,0.152,0.339,2.33742779804914e-27
"APBA2",7.52079348793885e-32,0.620263505867546,0.267,0.156,2.37108056294248e-27
"RBMX",7.96112404657304e-32,-0.416967937438028,0.37,0.605,2.50990357816308e-27
"BET1",8.93062738960186e-32,-0.267264158347518,0.072,0.225,2.81555889711978e-27
"SPATS2",8.96555206632373e-32,-0.283691616364032,0.085,0.243,2.82656959994988e-27
"FAM110B",9.07091072157243e-32,-0.383941945565332,0.033,0.163,2.85978602319014e-27
"TCAF1",9.29505563715961e-32,-0.317022669067107,0.117,0.287,2.93045219072731e-27
"ATP5MG",1.02369512618148e-31,-0.380426357581116,0.674,0.847,3.22740362431235e-27
"ARHGDIB",1.04106429330518e-31,-0.689232672704657,0.051,0.187,3.28216339750323e-27
"C20orf194",1.10177128776409e-31,0.495985815324764,0.183,0.089,3.47355433893383e-27
"DBN1",1.21583036444575e-31,-0.322204999223254,0.043,0.178,3.83314838998813e-27
"GPI",1.23210169804143e-31,-0.341244829007356,0.175,0.366,3.88444702341523e-27
"NOP58",1.37481548662105e-31,-0.292300978007196,0.125,0.3,4.33438078467019e-27
"ATP6V0C",1.39764726552297e-31,0.514024934252361,0.656,0.645,4.40636253401428e-27
"PCOLCE",1.52181605694852e-31,-0.440735770351233,0.012,0.129,4.7978294827416e-27
"MT-ND6",1.53060453282379e-31,-0.42654506623183,0.267,0.471,4.82553691063357e-27
"CALCRL",1.62350756008976e-31,-0.34826370620544,0.009,0.125,5.11843228469498e-27
"ZDHHC2",1.63317071800683e-31,0.418149857321443,0.126,0.051,5.14889732266013e-27
"MAPK1IP1L",1.63461634909828e-31,-0.277100518178926,0.119,0.291,5.15345496380215e-27
"CAMTA1",1.74100320381261e-31,-0.304137153376387,0.318,0.546,5.48886080066002e-27
"NKAIN4",1.77708000523292e-31,-0.608690129227755,0.067,0.21,5.60260013249783e-27
"VAMP8",1.91766098136616e-31,-0.683918286005532,0.045,0.178,6.0458097759531e-27
"RTF1",2.11516949685327e-31,-0.335452615681007,0.281,0.497,6.66849487272929e-27
"SFT2D1",2.17447057131249e-31,0.719731682250128,0.497,0.429,6.85545337017689e-27
"KCTD12",2.19120172242391e-31,-0.477400601157004,0.042,0.176,6.90820167028586e-27
"NPM3",2.46290842258497e-31,-0.289687187045779,0.055,0.196,7.76481138388363e-27
"NSA2",2.54768502712735e-31,-0.268601873218353,0.262,0.482,8.03208658502441e-27
"PTPN13",2.57139287268101e-31,0.51799591926276,0.201,0.103,8.10683030970141e-27
"ANKIB1",2.70654814309569e-31,0.696769000739952,0.37,0.269,8.53293433073777e-27
"ARHGEF26",2.84732583411008e-31,-0.333790425650771,0.034,0.164,8.97676415719885e-27
"ANGPTL4",3.00344914151132e-31,-0.942579563518009,0.045,0.177,9.46897410844275e-27
"MRPL14",3.00645161280659e-31,-0.275990521574716,0.246,0.458,9.47843999969534e-27
"DANCR",3.50073737988302e-31,-0.351555918665911,0.201,0.4,1.10367747375572e-26
"PLPP1",3.53778302792437e-31,0.658745586288326,0.256,0.15,1.11535685521372e-26
"DPCD",3.67199273351969e-31,-0.298499857326644,0.043,0.178,1.15766914909675e-26
"AC004540.2",3.92794596308966e-31,-0.467382641305952,0.028,0.153,1.23836352378328e-26
"PHB2",3.95740503428245e-31,-0.273952376410683,0.201,0.397,1.24765108515823e-26
"EIF3F",4.1666974314789e-31,-0.308850796971311,0.318,0.539,1.31363469922235e-26
"CRISPLD1",5.20909657726023e-31,-0.362757542802515,0.018,0.137,1.64227187791283e-26
"DDAH1",5.69217318777501e-31,-0.323442385606715,0.013,0.131,1.79457144090983e-26
"POLD2",5.77502449435914e-31,-0.306008658378526,0.213,0.416,1.82069197233661e-26
"METTL9",6.40481193025975e-31,-0.339473222534714,0.225,0.423,2.01924505725299e-26
"DNASE2",6.7610897364782e-31,-0.346909338932305,0.059,0.199,2.13156876121948e-26
"SYNDIG1",7.67812030748068e-31,0.390366502463574,0.123,0.049,2.42068098933943e-26
"RAB30",7.92704194751547e-31,0.512129997129729,0.178,0.088,2.4991585147932e-26
"NBR1",9.49293621780649e-31,0.586145131224369,0.269,0.162,2.99283800138785e-26
"MANF",9.59882722556444e-31,-0.354298370264416,0.201,0.395,3.0262222594037e-26
"FADS2",9.8079344750125e-31,-0.384174998506031,0.047,0.182,3.09214750193719e-26
"PHPT1",1.04231195966299e-30,-0.367241765200597,0.495,0.716,3.2860969152295e-26
"FKBP11",1.0459818038071e-30,-0.293658699554111,0.032,0.162,3.29766683286266e-26
"ETFRF1",1.07506180784994e-30,0.720187561444391,0.406,0.309,3.3893473616085e-26
"COPA",1.10260957250626e-30,0.700946502439623,0.412,0.321,3.47619719924049e-26
"PXMP2",1.16316379375995e-30,-0.289350256959628,0.03,0.158,3.66710649258698e-26
"RFTN1",1.35405624831818e-30,-0.271609144690862,0.013,0.131,4.26893313407274e-26
"C12orf76",1.53048845243574e-30,0.671051705944297,0.347,0.24,4.82517094399414e-26
"TXN",1.53218824259394e-30,-0.375786466162694,0.511,0.728,4.83052987242592e-26
"SMARCA1",1.53932686867322e-30,-0.355800712414273,0.065,0.207,4.85303581886607e-26
"PPP2R5A",1.55071068026922e-30,0.437773674117441,0.149,0.067,4.88892556168478e-26
"LOX",1.6530818968591e-30,-0.656742430484144,0.008,0.12,5.21167129622768e-26
"HK1",1.72405076493084e-30,-0.273918525871652,0.018,0.136,5.43541484659747e-26
"MT2A",1.95172595664426e-30,-1.98293880990614,0.696,0.79,6.15320642351237e-26
"MYH10",1.99204986976851e-30,-0.344271082296341,0.03,0.154,6.28033562441917e-26
"APPBP2",2.18048734457669e-30,0.65768254304983,0.275,0.17,6.87442245124694e-26
"IRF2BP2",2.21193041395952e-30,0.669882059110156,0.336,0.228,6.97355301609017e-26
"TUBG1",2.32574478832551e-30,-0.296145829372087,0.052,0.189,7.33237559415383e-26
"FBXO7",2.33423007690353e-30,0.697014132839982,0.378,0.277,7.35912716345375e-26
"TPRKB",2.33566159013468e-30,-0.280290836579492,0.165,0.35,7.3636402952176e-26
"FKBP9",2.39419151285619e-30,-0.392446975975807,0.058,0.195,7.54816758258172e-26
"GMFG",2.3969829389822e-30,-0.518317213928791,0.034,0.16,7.55696811172918e-26
"SAR1B",2.43013435322006e-30,0.673139971156625,0.353,0.251,7.66148457539689e-26
"PPIC",2.59387969525215e-30,-0.307826448189068,0.019,0.136,8.17772451522144e-26
"GARS",2.78462570390819e-30,-0.297652023902326,0.122,0.288,8.77908945671134e-26
"VCL",2.81105050701878e-30,-0.299886496265168,0.018,0.136,8.86239893347812e-26
"SAMD9L",2.99586411430057e-30,-0.338889085436148,0.018,0.136,9.44506079315542e-26
"AP1S1",3.02519916683635e-30,-0.269117861615979,0.207,0.405,9.53754541328495e-26
"IGSF11",3.24047438400915e-30,0.413947571504471,0.148,0.066,1.02162435904657e-25
"F2R",3.32016596713132e-30,-0.3251583023518,0.016,0.132,1.04674872445749e-25
"ST5",3.33785366651693e-30,-0.354164064802581,0.042,0.174,1.05232512544279e-25
"SLC16A1",3.4075666127683e-30,-0.326189497659843,0.138,0.311,1.07430352600746e-25
"CYBA",3.42369544583033e-30,-1.16757366680329,0.084,0.22,1.07938846320693e-25
"NDUFS4",3.55197867715353e-30,-0.313531311725437,0.278,0.494,1.11983231754619e-25
"IER5",3.63475706025768e-30,-0.33293130263942,0.045,0.179,1.14592985838744e-25
"PYCR2",3.92835531851354e-30,0.677296859058054,0.271,0.168,1.23849258126776e-25
"SEC61A2",4.73280728317128e-30,0.365970378200868,0.128,0.053,1.49211215216541e-25
"THEMIS2",4.86496666769668e-30,0.348994259237914,0.132,0.055,1.53377804132473e-25
"RPS26",5.36736279661011e-30,-0.678744260930617,0.732,0.885,1.69216846888727e-25
"MAP3K11",5.76154845695129e-30,0.578141837089721,0.208,0.111,1.81644338202303e-25
"GNG2",5.98579004046019e-30,-0.319007132077704,0.047,0.181,1.88714002605588e-25
"RGS19",6.51145512934395e-30,-0.267008263316751,0.009,0.12,2.05286645862827e-25
"EMP2",6.66051162138458e-30,-0.399815203970856,0.021,0.138,2.09985949887392e-25
"AC093673.1",7.07608607481721e-30,-0.286697143972087,0.035,0.161,2.23087765680762e-25
"LY96",7.4384075645064e-30,-0.394192683707381,0.039,0.169,2.34510675286193e-25
"DYNLT3",7.80116901178197e-30,-0.308969338336812,0.103,0.258,2.4594745543445e-25
"CENPU",8.01943928239516e-30,-0.387286625472689,0.014,0.128,2.52828862256072e-25
"TSPAN3",8.5779959584835e-30,-0.366957195188092,0.269,0.465,2.70438478583109e-25
"CORO2B",8.67561343830472e-30,0.544708214792873,0.208,0.112,2.73516064869433e-25
"CCL2",9.75310600220541e-30,-1.0256327763443,0.017,0.132,3.0748617293153e-25
"TMSB4X",1.03402192593816e-29,-0.848419452762486,0.989,0.992,3.25996092590524e-25
"IFITM2",1.0680645572958e-29,-0.370388515772426,0.016,0.132,3.36728712978646e-25
"CCDC28B",1.15121268187311e-29,-0.339991624195631,0.089,0.236,3.62942822214136e-25
"GLOD4",1.28951290208536e-29,-0.298845213650775,0.124,0.288,4.06544732640452e-25
"SH3BP2",1.36774985243712e-29,-0.282005929017493,0.009,0.12,4.31210495977851e-25
"DIPK2A",1.43436883797882e-29,0.521622449467381,0.167,0.081,4.52213463549583e-25
"GUK1",1.6073626061537e-29,0.505330251324924,0.662,0.648,5.06753208842077e-25
"TMEM176A",1.64329667633599e-29,-0.382523875532888,0.008,0.117,5.18082143148446e-25
"MAD2L1",1.71216250134215e-29,-0.437396974560471,0.03,0.152,5.39793471798138e-25
"PLEC",1.7155838278809e-29,-0.323541044048654,0.03,0.15,5.40872113416011e-25
"EFHC1",1.71845510439999e-29,-0.297347554497181,0.066,0.209,5.41777340764185e-25
"PYCARD",1.75088386443063e-29,-0.446147950691814,0.023,0.142,5.52001155939043e-25
"CYCS",1.83163293410218e-29,-0.359329746217896,0.456,0.673,5.77458915134394e-25
"KHDRBS3",1.8475948955009e-29,-0.386565570120094,0.128,0.29,5.8249124270457e-25
"TST",2.05945119751891e-29,0.373771202124804,0.117,0.047,6.49283179041786e-25
"RGS1",2.14694191776369e-29,-1.11482916647088,0.013,0.125,6.76866378413358e-25
"CREBRF",2.4689783411564e-29,0.547059720502855,0.242,0.137,7.78394801616379e-25
"NUP42",2.53510225604422e-29,-0.339195717878129,0.093,0.241,7.9924168826306e-25
"SFR1",2.59353490567308e-29,0.403614887698664,0.131,0.056,8.17663749711553e-25
"TMEM178A",2.96012226907487e-29,0.67693638434176,0.169,0.084,9.33237747771235e-25
"ENOPH1",2.99387888215119e-29,0.693523410312928,0.421,0.337,9.43880195175805e-25
"DCTPP1",3.00865022829192e-29,-0.313846494779123,0.122,0.283,9.48537157473593e-25
"KCND3",3.1134062914434e-29,0.522342385976299,0.14,0.062,9.81563601503359e-25
"ANO6",3.84648456716116e-29,-0.283288364310681,0.015,0.127,1.2126811894889e-24
"COA1",3.86450178125433e-29,-0.268256017024554,0.189,0.377,1.21836147657605e-24
"MAP7D3",3.90908079410727e-29,-0.264364294543544,0.014,0.127,1.2324159019582e-24
"POLE3",4.33749870365993e-29,-0.257093642373089,0.122,0.286,1.36748321630287e-24
"SLC1A3",4.41172597637457e-29,-0.54447541302471,0.286,0.471,1.39088484857161e-24
"SLITRK2",4.58293603578081e-29,0.378720512388338,0.132,0.056,1.44486224400062e-24
"CEBPG",5.17441468812573e-29,-0.275303581041343,0.055,0.189,1.6313377187254e-24
"DUSP10",5.57620342442831e-29,0.487607618923025,0.131,0.056,1.75800965361951e-24
"BUD31",5.67347175238698e-29,-0.293474233246078,0.357,0.584,1.78867543937504e-24
"BHLHE40",5.69839352857454e-29,-0.348722894853592,0.007,0.114,1.79653252775369e-24
"RAMP2",6.12275960453748e-29,-0.288438873072361,0.021,0.136,1.93032242052253e-24
"MDH2",6.66282962510932e-29,-0.277027916639854,0.343,0.574,2.10059029590821e-24
"GLCCI1",6.68028067842856e-29,-0.403537787812877,0.057,0.19,2.10609208948817e-24
"LMAN1",6.85016829343443e-29,-0.284670042900916,0.22,0.413,2.15965255787107e-24
"PNN",7.27265606009993e-29,-0.28674056851547,0.301,0.525,2.29285027606771e-24
"CKLF",7.53037440833685e-29,-0.343535178388386,0.226,0.416,2.37410113971636e-24
"NDUFAF3",7.77605386139858e-29,0.593401289029445,0.554,0.51,2.45155650088313e-24
"YWHAH",8.29693796478551e-29,-0.468697037253436,0.196,0.374,2.61577563215793e-24
"AGT",8.43367622593991e-29,-0.621347640734182,0.075,0.214,2.65888510375207e-24
"COX6B1",8.45295211643088e-29,-0.301471345885588,0.655,0.845,2.66496221374716e-24
"PRC1",8.66053611758419e-29,-0.486463851850405,0.011,0.119,2.73040722179077e-24
"HBS1L",8.85403293688741e-29,0.622352564578386,0.249,0.148,2.79141096401249e-24
"SET",8.90740847309119e-29,-0.401904267945145,0.469,0.676,2.80823866931146e-24
"CD58",9.52083542832911e-29,-0.253697932178783,0.006,0.111,3.00163378548932e-24
"STMN3",9.89562979400314e-29,-0.295269132625135,0.067,0.206,3.11979520515537e-24
"FBXL3",1.07319686598387e-28,0.527174518063818,0.211,0.116,3.38346775938735e-24
"POU3F3",1.09240165365881e-28,0.605097930336579,0.297,0.193,3.44401469349012e-24
"WDR34",1.10440089492308e-28,-0.257710368260085,0.047,0.178,3.481844701424e-24
"TMEM167A",1.1885094169682e-28,-0.270698604182803,0.267,0.478,3.74701363887565e-24
"RAB5B",1.22407203619343e-28,0.601142974639095,0.28,0.177,3.85913190850703e-24
"RASD1",1.3281190772446e-28,-0.556109047439874,0.029,0.146,4.18716101482905e-24
"MCL1",1.34646062965549e-28,-0.380036935694046,0.239,0.435,4.24498642711486e-24
"MTMR6",1.53798345466293e-28,0.458021991977247,0.168,0.083,4.84880043751583e-24
"SLC39A14",1.67319566365401e-28,-0.336848553043036,0.021,0.134,5.275083968802e-24
"LAMC1",1.6972116826151e-28,-0.255431738662876,0.015,0.126,5.35079927178063e-24
"PLEKHJ1",1.71380557481797e-28,-0.267984100307826,0.138,0.303,5.40311483572863e-24
"PBK",1.99818251770905e-28,-0.491071166738292,0.004,0.107,6.29967002358131e-24
"NNAT",2.03820381066687e-28,-0.758260874927027,0.056,0.182,6.42584515388945e-24
"ASIC4",2.09816421288176e-28,-0.362349343716194,0.03,0.148,6.61488231395233e-24
"ARHGAP18",2.26558499938838e-28,-0.345602017074295,0.023,0.139,7.14270982757176e-24
"MCM7",2.32774677251539e-28,-0.400211245361128,0.079,0.219,7.33868724970928e-24
"CD53",2.59011509275714e-28,-0.39693232459242,0.014,0.124,8.16585585293543e-24
"NT5DC2",2.61353735420918e-28,-0.317156034921628,0.039,0.163,8.23969921661529e-24
"FAM221A",2.68939719441454e-28,0.563485679738844,0.213,0.118,8.47886253483073e-24
"NKD1",3.40537355273904e-28,0.369058127241068,0.14,0.062,1.07361211997204e-23
"NDUFA4L2",3.54186690725586e-28,-0.74933491638748,0.009,0.114,1.11664437985056e-23
"TUBB6",3.56584313353521e-28,-0.302394024576525,0.024,0.139,1.12420336470965e-23
"NTRK3",3.64547061323764e-28,-0.333196814439688,0.016,0.126,1.14930752023543e-23
"PWWP2A",3.71842047375246e-28,0.55578106440492,0.192,0.102,1.17230642275994e-23
