"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CCNB2",0,1.44603284335765,0.895,0.608,0,"8","CCNB2"
"DBF4.1",0,1.3713526516458,0.936,0.644,0,"8","DBF4"
"AURKA",0,1.36204586569999,0.864,0.56,0,"8","AURKA"
"CDC20",0,1.32931664393852,0.878,0.616,0,"8","CDC20"
"MAD2L1.1",0,1.32270299077204,0.883,0.518,0,"8","MAD2L1"
"TUBB4B",0,1.31393490075356,0.956,0.698,0,"8","TUBB4B"
"HMGB3",0,1.28364794812629,0.902,0.569,0,"8","HMGB3"
"PIMREG",0,1.26574020756589,0.867,0.599,0,"8","PIMREG"
"CKAP2",0,1.2379066010831,0.873,0.572,0,"8","CKAP2"
"SMC2.1",0,1.22316690892801,0.946,0.635,0,"8","SMC2"
"KNL1.1",0,1.15216285337384,0.909,0.562,0,"8","KNL1"
"KIF20B",0,1.13897608081886,0.892,0.55,0,"8","KIF20B"
"ECT2",0,1.13375169601375,0.923,0.666,0,"8","ECT2"
"KIF4A",0,1.11261425308728,0.895,0.633,0,"8","KIF4A"
"SGO1",0,1.08085468638647,0.792,0.52,0,"8","SGO1"
"UBE2T.1",0,1.04657274052624,0.827,0.524,0,"8","UBE2T"
"CDCA8",0,1.03033927522967,0.808,0.509,0,"8","CDCA8"
"H2AFV.1",0,0.997004805912566,0.961,0.608,0,"8","H2AFV"
"AURKB.1",0,0.963874226943676,0.786,0.418,0,"8","AURKB"
"DEPDC1",0,0.959198571438134,0.904,0.642,0,"8","DEPDC1"
"PLK1",0,0.95709083636108,0.852,0.461,0,"8","PLK1"
"TMPO.1",0,0.936591559645239,0.938,0.63,0,"8","TMPO"
"HJURP",0,0.931559506403645,0.827,0.485,0,"8","HJURP"
"CDCA3",0,0.899466523815345,0.777,0.484,0,"8","CDCA3"
"UBE2S",0,0.879205357940684,0.917,0.435,0,"8","UBE2S"
"TACC3",0,0.874464536155774,0.883,0.575,0,"8","TACC3"
"CCNA2",0,0.757585962438015,0.828,0.531,0,"8","CCNA2"
"KIF11",0,0.744317115320325,0.885,0.536,0,"8","KIF11"
"CIP2A",0,0.710872968972258,0.908,0.623,0,"8","CIP2A"
"EZH2.1",0,0.709497594500483,0.89,0.635,0,"8","EZH2"
"KIF14",0,0.708570842815502,0.827,0.571,0,"8","KIF14"
"MZT1",0,0.70795236356995,0.896,0.62,0,"8","MZT1"
"PHF19",0,0.668438234438704,0.92,0.658,0,"8","PHF19"
"BUB1B",0,0.667413318299368,0.856,0.51,0,"8","BUB1B"
"CCDC18",0,0.651974628826265,0.796,0.5,0,"8","CCDC18"
"FAM83D",0,0.622818765477032,0.813,0.486,0,"8","FAM83D"
"CEP55",0,0.604226997845842,0.896,0.588,0,"8","CEP55"
"SHCBP1",0,0.568813334899737,0.839,0.563,0,"8","SHCBP1"
"FBXO5.1",0,0.514257163642367,0.827,0.562,0,"8","FBXO5"
"FANCI",0,0.460527684470864,0.88,0.567,0,"8","FANCI"
"DNAJC9.1",0,0.413106134256239,0.913,0.63,0,"8","DNAJC9"
"ANLN.1",0,0.35349921323471,0.831,0.563,0,"8","ANLN"
"GAS1",0,0.350941604096789,0.857,0.596,0,"8","GAS1"
"NMU",0,0.345520174034776,0.747,0.471,0,"8","NMU"
"MXD3",8.36248834167018e-300,0.438853067294805,0.756,0.471,1.67249766833404e-296,"8","MXD3"
"C2orf80",3.65916207088399e-298,0.295625110502893,0.825,0.541,7.31832414176797e-295,"8","C2orf80"
"ASRGL1",1.63656864355808e-291,0.438653910282298,0.856,0.606,3.27313728711617e-288,"8","ASRGL1"
"PAFAH1B3",5.79100652249896e-288,0.749052036289233,0.921,0.637,1.15820130449979e-284,"8","PAFAH1B3"
"DIAPH3.1",3.88952734597503e-277,0.288634206376715,0.745,0.412,7.77905469195006e-274,"8","DIAPH3"
"CENPA",3.69034591596799e-274,0.438070793087047,0.725,0.375,7.38069183193598e-271,"8","CENPA"
"ASCL1",7.55541507736605e-247,0.425136559092937,0.767,0.413,1.51108301547321e-243,"8","ASCL1"
"CENPH.1",1.22109512837139e-242,0.323510535543716,0.786,0.517,2.44219025674277e-239,"8","CENPH"
"CDKN2C",1.52063037711876e-238,0.403311010284539,0.883,0.598,3.04126075423751e-235,"8","CDKN2C"
"BEX1",8.42736704740188e-225,0.499995032161342,0.901,0.644,1.68547340948038e-221,"8","BEX1"
"NCAPH",1.21907528341198e-212,0.470426727281575,0.709,0.449,2.43815056682396e-209,"8","NCAPH"
"LMNB1",1.34645978425532e-191,0.416312622090788,0.72,0.434,2.69291956851064e-188,"8","LMNB1"
"WDR34.1",1.58625730895558e-183,0.251670202052998,0.81,0.55,3.17251461791116e-180,"8","WDR34"
"H2AFX.1",9.18853007084204e-179,0.354928108655767,0.716,0.36,1.83770601416841e-175,"8","H2AFX"
"CDC25B",1.12105571375864e-178,0.402178234043856,0.724,0.471,2.24211142751728e-175,"8","CDC25B"
"SKA1",9.80670668358846e-149,0.279658605152318,0.663,0.412,1.96134133671769e-145,"8","SKA1"
"KIF18B",3.37507682533751e-134,0.263499287142652,0.661,0.402,6.75015365067501e-131,"8","KIF18B"
"KIF20A",3.90012815957732e-54,0.397469052700215,0.58,0.312,7.80025631915463e-51,"8","KIF20A"
"ISG15",0,3.7035152523503,0.99,0.721,0,"9","ISG15"
"IFI6",0,2.60972610533014,0.961,0.709,0,"9","IFI6"
"IRF1.1",0,2.24998724105236,0.977,0.725,0,"9","IRF1"
"TAP1",0,1.88278458403966,0.978,0.655,0,"9","TAP1"
"MS4A4A",1.7533391148184e-212,-0.343231350671655,0.515,0.83,3.50667822963681e-209,"9","MS4A4A"
"SAMSN1",1.19922180702769e-175,-0.320685962198067,0.5,0.811,2.39844361405538e-172,"9","SAMSN1"
"C1orf162",6.43109229614603e-175,-0.343208465569741,0.477,0.825,1.28621845922921e-171,"9","C1orf162"
"MSR1",1.66054689813466e-168,-0.443200492331316,0.524,0.826,3.32109379626932e-165,"9","MSR1"
"SERPINA1",1.04427726653191e-166,-0.291034584240533,0.468,0.823,2.08855453306383e-163,"9","SERPINA1"
"TMIGD3",4.77444565645296e-163,-0.409740267330029,0.555,0.828,9.54889131290592e-160,"9","TMIGD3"
"MNDA",7.60476928646168e-163,-0.490549139359715,0.585,0.847,1.52095385729234e-159,"9","MNDA"
"BCAN.1",1.87239830866747e-158,-0.901119842734018,0.484,0.789,3.74479661733495e-155,"9","BCAN"
"C1QC.1",1.47905349016424e-154,-1.16922182621474,0.525,0.855,2.95810698032848e-151,"9","C1QC"
"RGS1",2.71989099542613e-151,-0.921039183694002,0.568,0.83,5.43978199085225e-148,"9","RGS1"
"LINC01094",7.87234133328661e-150,-0.297380024020456,0.45,0.805,1.57446826665732e-146,"9","LINC01094"
"SLC11A1.1",1.9600937318523e-132,-0.414993270646142,0.534,0.784,3.92018746370459e-129,"9","SLC11A1"
